SEX,SEX_MAP,EMOT,/content/drive/MyDrive/project_gender_sterotype_persian,id,SIT,SIT_Persian
2,female,3,anger,7035,Some classmates said I did not do enough social work. Therefore I was not elected as a Tree Good student.,دوستان هم کلاسی من گفتند که من کار اجتماعی کافی انجام نداده ام. به همین دلیل من به عنوان دانش آموز خوب درخت انتخاب نشدم.
1,male,1,joy,3409,Listening to the opening bars of Tchaikovsdy's symphony No.2 fourth movement at my sister's wedding.,دریافت نت های آغازین سمفونی شماره ۲ چهارمین حرکت چایکوفسکی در عروسی خواهرم.
1,male,3,anger,6060,"I had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks. I reacted angrily. ",من در برنامه‌ریزی یک برنامه اشتباه کرده بودم و با وجود درخواست‌های مکرر برای عدم طرح این موضوع، به طور علنی اشتباه را پذیرفته بودم. اما یک استاد همواره به طور مکرر در این مورد نظرات خود را مطرح می‌کرد. من به طور عصبانی واکنش نشان دادم.
1,male,2,fear,4963,When I learnt that the girl I had impregnated was in hospital and was on the verge of dying as she had refused to accept the responsibility of her pregnancy and had wanted to commit suicide.,وقتی فهمیدم دختری که باردار کرده بودم در بیمارستان است و بر لبه مرگ قرار دارد زیرا مسئولیت بارداری خود را قبول نکرده و قصد خودکشی داشته است.
1,male,6,shame,3098,Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill. There were a lot of people there and I felt quite awkward.,پس از آن یک بار در یک رستوران شیک شام خوردم اما پول کافی برای پرداخت صورت حساب نداشتم. در آنجا افراد زیادی بودند و احساس بسیار ناراحتی می‌کردم.
1,male,3,anger,6102,During the short period of my unemployment about six years back.,در دوره کوتاه بیکاری من حدود شش سال پیش.
1,male,2,fear,6891,Getting ill.,مریض شدن.
1,male,7,guilt,1754,"A friend who was 22 years old, died of leukemia; I had not known that he was so ill and therefore had not cared.",دوستی که 22 سال سن داشت، به سرطان خون درگذشت؛ من نمی‌دانستم که او اینقدر بیمار است و از این رو به او توجه نکرده بودم.
2,female,2,fear,6532,I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,دیگر حاضر نشدم با دوست پسرم باشم، از اینکه درب خانه را باز گذاشته بودم آگاهی نداشتم. متأسفانه یک سارق آمد و تمام ابزار آشپزخانه را دزدید. پس از آن، از عواقب آن هراسان بودم.
1,male,3,anger,4789,I was badly beaten up by one of my friends during a wedding party.,به شدت توسط یکی از دوستانم در یک جشن عروسی کتک خوردم.
2,female,5,disgust,208,"Out of sheer curiosity, I went to see a pornographic movie in Copenhagen.  The room was full of men, who panted and masturbated.  Very disgusting.",در اثر کنجکاوی محض، به تماشای یک فیلم پورنوگرافی در کپنهاگ رفتم. اتاق پر از مردانی بود که نفس نفس زده و خود ارضایی میکردند. بسیار چندش آور.
1,male,3,anger,6760,My friend misunderstood me.,دوستم من را نادرست درک کرد.
1,male,6,shame,6445,When a certain girl I believed to be my life partner refused an engagement.,وقتی دختری که فکر میکردم شریک زندگی من است، از ازدواج امتناع کرد.
2,female,4,sadness,7480,When I found that my ability to do ordinary work was worse than my fellow mates.,وقتی فهمیدم که توانایی من برای انجام کارهای معمولی از همکارانم ضعیف تر است.
2,female,5,disgust,6727,"When I saw a lady putting on a pair of trousers, I felt it was a disguise according to Malawi culture.",پس از دیدن خانمی که در حال پوشیدن شلوار بود، احساس کردم که این بر اساس فرهنگ مالاوی یک تبدیل ظاهری است.
1,male,5,disgust,673,When my mother's new husband treated her and my brothers and sisters badly.,وقتی همسر جدید مادرم با او و برادران و خواهرانم بدرفتاری میکرد.
1,male,5,disgust,6348,I was double crossing Mercy and Maria. They one day came to know each other. I was found by Mercy red-haded when I was with Maria.,من به طور همزمان با مرسی و ماریا رابطه داشتم. آنها روزی همدیگر را شناختند. من توسط مرسی رو-سرخ شده پیدا شدم وقتی که با ماریا بودم.
1,male,6,shame,4318,When I stated sharply something I was not very sure of and a few days later I was shown to be wrong.,وقتی با قاطعیت چیزی را گفتم که از آن اطمینان زیادی نداشتم و چند روز بعد مشخص شد که اشتباه بوده‌ام.
